frequency_hz,amplitude
0.0,0.0001446465665298043
0.08333333333333333,7.227090137654058e-05
0.16666666666666666,9.42542182030645e-08
0.25,1.3510023389259915e-07
0.3333333333333333,1.7770554727029635e-07
0.41666666666666663,2.2148188773291615e-07
0.5,2.6632805836321575e-07
0.5833333333333333,3.122931333094376e-07
0.6666666666666666,3.5945995893254555e-07
0.75,4.0800544989441546e-07
0.8333333333333333,4.579993790272781e-07
0.9166666666666666,5.098066815175935e-07
1.0,5.632059489648065e-07
1.0833333333333333,6.190677941227578e-07
1.1666666666666665,6.766501203438854e-07
1.25,7.372447364412756e-07
1.3333333333333333,8.022870269556232e-07
1.4166666666666665,8.662805610177105e-07
1.5,9.369597447087345e-07
1.5833333333333333,1.015728871250403e-06
1.6666666666666665,1.088115458517744e-06
1.75,1.1813719250584503e-06
1.8333333333333333,1.2674559732067938e-06
1.9166666666666665,1.3690883637874361e-06
2.0,1.4408819791405029e-06
2.083333333333333,1.626445333179632e-06
2.1666666666666665,1.750216703506515e-06
2.25,1.5776220776198133e-06
2.333333333333333,2.2360858795357244e-06
2.4166666666666665,2.114718078911705e-06
2.5,2.306747658827793e-06
2.583333333333333,2.3324442177182726e-06
2.6666666666666665,2.872815018896366e-06
2.75,2.7728985659545646e-06
2.833333333333333,3.369835281394327e-06
2.9166666666666665,2.5766192691893508e-06
3.0,5.075994665291029e-06
3.083333333333333,1.7180093701473782e-06
3.1666666666666665,6.816945073887176e-06
3.25,6.040580910127299e-06
3.333333333333333,1.7272630805709346e-06
3.4166666666666665,7.3314886324358724e-06
3.5,4.477710231074094e-06
3.583333333333333,4.74047645226202e-06
3.6666666666666665,8.679815797310193e-06
3.75,8.48965606062137e-06
3.833333333333333,5.285351372083807e-06
3.9166666666666665,2.1308462070430292e-05
4.0,8.095646216065081e-06
4.083333333333333,1.5825977319040914e-05
4.166666666666666,7.2846833030976375e-06
4.25,1.235818058541004e-05
4.333333333333333,6.577737857813452e-06
4.416666666666666,2.3590009150850063e-05
4.5,2.890285500153955e-05
4.583333333333333,1.0673106222050423e-05
4.666666666666666,3.398061838073379e-05
4.75,4.461514661101362e-05
4.833333333333333,5.1602303387677656e-05
4.916666666666666,4.488099532826099e-05
5.0,1.3656531275616649e-05
5.083333333333333,1.70213363631972e-05
5.166666666666666,1.1873017366494206e-06
5.25,4.343898008821458e-05
5.333333333333333,4.5471131091759164e-05
5.416666666666666,2.8900213824452235e-05
5.5,9.596252807610689e-06
5.583333333333333,3.659010447784091e-05
5.666666666666666,1.1899614776324062e-05
5.75,2.9853261821165497e-05
5.833333333333333,6.676662397704923e-05
5.916666666666666,5.650367088209005e-05
6.0,3.551441216439333e-05
6.083333333333333,2.9106896087136346e-05
6.166666666666666,2.8080962142581466e-05
6.25,4.844067092821825e-05
6.333333333333333,5.038034117266465e-05
6.416666666666666,1.9461175543841997e-05
6.5,2.6859965579148445e-05
6.583333333333333,1.0653354909283663e-05
6.666666666666666,4.8211889715133385e-05
6.75,8.684505126735435e-05
6.833333333333333,0.00013427735343448294
6.916666666666666,0.00018502092380112011
7.0,0.00035362322308126566
7.083333333333333,0.0003532971003592018
7.166666666666666,7.990859281269429e-05
7.25,7.372933051886625e-05
7.333333333333333,1.997477134407754e-05
7.416666666666666,8.785576401045335e-05
7.5,0.00012748731215632522
7.583333333333333,6.072617825514722e-05
7.666666666666666,4.932866333713002e-05
7.75,2.343643551594576e-05
7.833333333333333,7.940293663884172e-05
7.916666666666666,4.701825514690032e-05
8.0,3.174123251535425e-05
8.083333333333332,8.746251635933033e-05
8.166666666666666,9.134656592295019e-05
8.25,1.385871191840617e-05
8.333333333333332,4.742582339739735e-05
8.416666666666666,4.133122836568122e-05
8.5,8.061036738202055e-05
8.583333333333332,5.34842537775743e-05
8.666666666666666,9.121586125689397e-05
8.75,3.752518089604108e-05
8.833333333333332,6.961822399525737e-05
8.916666666666666,8.877650078559537e-05
9.0,5.144476259420485e-05
9.083333333333332,0.00012192884177874361
9.166666666666666,0.00020094861286959177
9.25,0.0002148965546691068
9.333333333333332,0.00016633066556083744
9.416666666666666,0.00022822316880042332
9.5,9.999162648743159e-05
9.583333333333332,0.00020868185270898348
9.666666666666666,0.00014414079897578396
9.75,3.331882455814987e-05
9.833333333333332,2.4350591626112835e-05
9.916666666666666,0.00011580993244992503
10.0,0.00016770890671141428
10.083333333333332,0.00010969790089138684
10.166666666666666,0.00012991013451167676
10.25,5.52407346701342e-05
10.333333333333332,3.136313343177181e-05
10.416666666666666,7.961290369091981e-05
10.5,0.00020896796812767444
10.583333333333332,0.00014136862235864274
10.666666666666666,2.627004199105122e-05
10.75,3.549195987201735e-05
10.833333333333332,5.0532640041220324e-05
10.916666666666666,5.3760262611305586e-05
11.0,8.996043425094046e-05
11.083333333333332,9.237983839281018e-05
11.166666666666666,6.921265772883776e-05
11.25,7.473273012001386e-05
11.333333333333332,0.00010237878884419061
11.416666666666666,9.26837560083796e-05
11.5,2.381780653925856e-05
11.583333333333332,5.368398154058871e-05
11.666666666666666,5.950647389551887e-05
11.75,9.128678627172525e-05
11.833333333333332,0.00010912553736947765
11.916666666666666,0.00011005429526489272
12.0,4.362447473795051e-05
12.083333333333332,6.90852228604081e-05
12.166666666666666,1.7007969221394882e-05
12.25,3.216215891117861e-05
12.333333333333332,7.872687400410691e-05
12.416666666666666,0.0001239854369698656
12.5,9.154646074620578e-05
12.583333333333332,4.637043298939581e-05
12.666666666666666,9.910837425946873e-05
12.75,0.00012430997707172062
12.833333333333332,0.00020005050221817992
12.916666666666666,0.00015317615870798993
13.0,9.920224478490005e-05
13.083333333333332,6.106826359326728e-05
13.166666666666666,0.00015559303111246803
13.25,0.00016169170420565995
13.333333333333332,0.00011302129567064858
13.416666666666666,6.463641733311817e-05
13.5,4.9117188682989816e-05
13.583333333333332,0.00012187194193136662
13.666666666666666,0.00011901157098135657
13.75,5.474646971175355e-05
13.833333333333332,5.9398050881213416e-05
13.916666666666666,0.00010115733889718391
14.0,0.00016198282718193937
14.083333333333332,9.687849878931339e-05
14.166666666666666,7.012966616074957e-05
14.25,6.717223143084271e-05
14.333333333333332,3.3099614633127715e-05
14.416666666666666,6.407838318066585e-05
14.5,3.412066442191374e-05
14.583333333333332,0.00013280175042484387
14.666666666666666,0.00013877834507530496
14.75,0.0002301076757638659
14.833333333333332,0.00019331758556183045
14.916666666666666,7.93945518072709e-06
15.0,0.00015932347151988854
15.083333333333332,0.0001629513453070535
15.166666666666666,8.833318412939501e-05
15.25,7.97184456236004e-05
15.333333333333332,0.00013122313917660977
15.416666666666666,0.00021728994162293824
15.5,0.00011011052177026767
15.583333333333332,6.420594124616423e-05
15.666666666666666,8.732871438351369e-05
15.75,9.763494247938552e-05
15.833333333333332,0.00010262658800728883
15.916666666666666,5.3764714772246215e-05
16.0,0.00020426065215934714
16.083333333333332,0.00021937531152771376
16.166666666666664,0.00012332141753468285
16.25,9.418765654386812e-05
16.333333333333332,3.0954167103365035e-05
16.416666666666664,2.7423815468922787e-05
16.5,0.0001346494677667875
16.583333333333332,0.00011155615864282797
16.666666666666664,0.00014831605142751988
16.75,0.00011342748008388037
