frequency_hz,amplitude
0.0,0.0002591286216238269
0.08333333333333333,0.00012952121780485863
0.16666666666666666,7.333227315152649e-08
0.25,1.0420895142984608e-07
0.3333333333333333,1.3666443214674866e-07
0.41666666666666663,1.7011074654299337e-07
0.5,2.0443380924532947e-07
0.5833333333333333,2.3965671571045943e-07
0.6666666666666666,2.7585608851338506e-07
0.75,3.1311581277334615e-07
0.8333333333333333,3.5158635902943044e-07
0.9166666666666666,3.9136003315408545e-07
1.0,4.3265289082730513e-07
1.0833333333333333,4.75584728399188e-07
1.1666666666666665,5.201988631258102e-07
1.25,5.669478727828018e-07
1.3333333333333333,6.168445729638159e-07
1.4166666666666665,6.671528747523966e-07
1.5,7.235209627267703e-07
1.5833333333333333,7.799995809763902e-07
1.6666666666666665,8.441710859229748e-07
1.75,9.089075687890214e-07
1.8333333333333333,9.722695617641531e-07
1.9166666666666665,1.0586004744047254e-06
2.0,1.1371026365865402e-06
2.083333333333333,1.2226510946813135e-06
2.1666666666666665,1.344175727540994e-06
2.25,1.4379766192068048e-06
2.333333333333333,1.4618475238337259e-06
2.4166666666666665,1.771358114911483e-06
2.5,1.6646115953057672e-06
2.583333333333333,2.088932365140564e-06
2.6666666666666665,1.8544850005430049e-06
2.75,2.4048082099067618e-06
2.833333333333333,2.4894582694728453e-06
2.9166666666666665,2.3724175420926208e-06
3.0,2.8958397522331522e-06
3.083333333333333,3.014625029124462e-06
3.1666666666666665,3.546144475078049e-06
3.25,2.792848326673207e-06
3.333333333333333,4.886005883015578e-06
3.4166666666666665,2.8567994679892813e-06
3.5,4.1105818674002625e-06
3.583333333333333,7.287128850403505e-06
3.6666666666666665,2.893382569799317e-06
3.75,2.022229422514257e-06
3.833333333333333,8.83253464919475e-06
3.9166666666666665,3.352895845825839e-06
4.0,4.678203879918686e-06
4.083333333333333,5.6557151710002134e-06
4.166666666666666,7.361757085865203e-06
4.25,6.340141162262255e-06
4.333333333333333,1.1036871595011457e-05
4.416666666666666,1.471987935987884e-05
4.5,1.3596006782887387e-05
4.583333333333333,1.999787128368599e-05
4.666666666666666,2.4055118441249683e-05
4.75,2.6452829382790873e-05
4.833333333333333,8.7965645293044e-06
4.916666666666666,5.176012994545355e-06
5.0,1.079979905548003e-05
5.083333333333333,7.63778809414863e-06
5.166666666666666,2.6517800593104883e-05
5.25,3.6829758696395994e-05
5.333333333333333,3.433271665514331e-05
5.416666666666666,1.722897014257945e-05
5.5,1.2061502684949793e-05
5.583333333333333,7.550075005923653e-06
5.666666666666666,5.0355789440684144e-05
5.75,4.577719830526944e-05
5.833333333333333,2.761180836085182e-05
5.916666666666666,2.235327735491278e-05
6.0,4.6582538455977555e-06
6.083333333333333,3.052956058020135e-05
6.166666666666666,1.6222246270711077e-05
6.25,1.269462343553063e-05
6.333333333333333,8.140508969100601e-06
6.416666666666666,1.849289388316409e-05
6.5,1.1125013049307094e-05
6.583333333333333,3.292668035527656e-05
6.666666666666666,2.0104345696320737e-05
6.75,2.7282729895973357e-05
6.833333333333333,1.3213192114672402e-05
6.916666666666666,8.641043754189416e-05
7.0,0.00010908209184487938
7.083333333333333,2.1284533925386747e-05
7.166666666666666,3.707190797154733e-05
7.25,3.0497332042141916e-05
7.333333333333333,1.183529417765968e-05
7.416666666666666,1.611133462342054e-05
7.5,5.730602520238261e-05
7.583333333333333,0.00014931107539259043
7.666666666666666,0.0005688144201775385
7.75,0.00046336236455492584
7.833333333333333,4.423341963984053e-05
7.916666666666666,2.7181342516779306e-05
8.0,4.235732857332024e-05
8.083333333333332,5.976014200570123e-05
8.166666666666666,4.714898535034636e-05
8.25,1.2980356125785917e-05
8.333333333333332,2.5724282688769897e-05
8.416666666666666,9.160518031045208e-06
8.5,3.641168028823008e-05
8.583333333333332,5.9662884647719634e-05
8.666666666666666,4.5310461823349675e-05
8.75,2.792150723877039e-05
8.833333333333332,2.6891995022890634e-05
8.916666666666666,3.3761282580306645e-05
9.0,2.2038330831347697e-05
9.083333333333332,2.697818914015625e-05
9.166666666666666,5.144853844243796e-05
9.25,6.0396060920852085e-05
9.333333333333332,1.4339735820650361e-05
9.416666666666666,2.1940643920769424e-05
9.5,2.4163720570159126e-05
9.583333333333332,4.5629140083084245e-05
9.666666666666666,5.930328913378282e-05
9.75,0.00010205266800319421
9.833333333333332,7.760109609022029e-05
9.916666666666666,8.609517884194683e-05
10.0,0.00018339085716794236
10.083333333333332,0.00013473766582667207
10.166666666666666,1.0955897407838364e-05
10.25,0.00013308654457015764
10.333333333333332,0.00017154159465131627
10.416666666666666,0.0001898164598647627
10.5,0.00011888330283607374
10.583333333333332,5.5286312136777355e-05
10.666666666666666,5.7838372273274115e-05
10.75,2.7659290981691352e-05
10.833333333333332,4.43989193150189e-05
10.916666666666666,1.6426490926904822e-05
11.0,7.375967077999342e-05
11.083333333333332,0.00010312915921306573
11.166666666666666,5.226619141384275e-05
11.25,3.627728370889814e-05
11.333333333333332,1.6670249464864986e-05
11.416666666666666,5.0981526664302276e-05
11.5,7.708047101464101e-05
11.583333333333332,7.131992022428833e-05
11.666666666666666,5.553151898345694e-05
11.75,6.452941716306866e-05
11.833333333333332,5.247004960771543e-05
11.916666666666666,2.9330632596909794e-05
12.0,3.82424047804734e-05
12.083333333333332,1.969167830571707e-05
12.166666666666666,7.5699650563132495e-06
12.25,3.7690027286620884e-06
12.333333333333332,2.9699481180627408e-05
12.416666666666666,3.72891954209111e-05
12.5,6.453479901574833e-05
12.583333333333332,0.00012593798256145742
12.666666666666666,0.00010080946146720297
12.75,3.4504521722569085e-05
12.833333333333332,9.11417404420368e-05
12.916666666666666,0.00011018289108162905
13.0,2.270179039724507e-05
13.083333333333332,4.829120370861307e-05
13.166666666666666,7.048574900435886e-05
13.25,8.524883461480196e-05
13.333333333333332,8.120920333003165e-05
13.416666666666666,5.142952206865662e-05
13.5,3.9500062905965e-05
13.583333333333332,4.1393525256852175e-05
13.666666666666666,0.00010040304069679021
13.75,0.00010323826028624387
13.833333333333332,0.0001134925049867926
13.916666666666666,0.0001049664625521574
14.0,4.0963120941133106e-05
14.083333333333332,1.822378982555673e-05
14.166666666666666,4.29130212106168e-05
14.25,6.703009442948859e-05
14.333333333333332,2.7802594015473033e-05
