frequency_hz,amplitude
0.0,0.0011018727974031453
0.08333333333333333,0.0013020303395342896
0.16666666666666666,0.001375626385735594
0.25,0.0014472739816167206
0.3333333333333333,0.001329076719539967
0.41666666666666663,0.001561241511821061
0.5,0.0016259179321146762
0.5833333333333333,0.0022701331430213722
0.6666666666666666,0.003386658519334358
0.75,0.0024697840876665386
0.8333333333333333,0.0017729667464700819
0.9166666666666666,0.00037196030105979635
1.0,0.001260700062776005
1.0833333333333333,0.0016465924190070742
1.1666666666666665,0.0004715144282870807
1.25,0.0008369183195924782
1.3333333333333333,0.0015150743752627108
1.4166666666666665,0.0020141345271299208
1.5,0.0005804910383014137
1.5833333333333333,0.0014506393967314041
1.6666666666666665,0.0006613672684956781
1.75,0.00035237327498156585
1.8333333333333333,0.0010848556976699745
1.9166666666666665,0.001549274892223361
2.0,0.0008343677345961972
2.083333333333333,0.0002365101411821878
2.1666666666666665,0.0011971357902421736
2.25,0.0020871371174144174
2.333333333333333,0.0002633000129672725
2.4166666666666665,0.0014779771589283643
2.5,0.0013547625795535053
2.583333333333333,0.0013494266414372832
2.6666666666666665,0.0014729843610156708
2.75,0.0018059318418783155
2.833333333333333,0.0016512215162266938
2.9166666666666665,0.0005795014217829968
3.0,0.0007854317581661302
3.083333333333333,0.0022878317495414616
3.1666666666666665,0.0015642620356945069
3.25,0.00046552065909297164
3.333333333333333,0.0008745975214818058
3.4166666666666665,0.0010208842534370427
3.5,0.0016030942488956615
3.583333333333333,0.00283750381076349
3.6666666666666665,0.0031724217294049127
3.75,0.002126086870159129
3.833333333333333,0.0007443054687659311
3.9166666666666665,0.00110816647278827
4.0,0.0011230522222237444
4.083333333333333,0.001708861557734794
4.166666666666666,0.0017644115589544413
4.25,0.001252107322371955
4.333333333333333,0.001378924371905599
4.416666666666666,0.0008948107058977674
4.5,0.0007237899935412105
4.583333333333333,0.0011012413303702257
4.666666666666666,0.0008986244326663652
4.75,0.0017369465925656242
4.833333333333333,0.0005072708391182913
4.916666666666666,0.0017660194276625937
5.0,0.0009643249771078488
5.083333333333333,0.0008084594289431246
5.166666666666666,0.0005010506151548977
5.25,0.0010304032062364475
5.333333333333333,0.0014658226160691329
5.416666666666666,0.0008845494338356265
5.5,0.002209436642378086
5.583333333333333,0.0015416905636500844
5.666666666666666,0.0029204581781387007
5.75,0.003135913386355382
5.833333333333333,0.0014041334535523835
5.916666666666666,0.00031833228459545896
6.0,0.001743172279904336
6.083333333333333,0.0018387543623706983
6.166666666666666,0.00037952230443155226
6.25,0.0018696022766959291
6.333333333333333,0.0028182377932338843
6.416666666666666,0.0012109191954759236
6.5,0.0011603910366840837
6.583333333333333,0.0006014189674586379
6.666666666666666,0.0019864836486509514
6.75,0.0020165758275354946
6.833333333333333,0.001272255952918564
6.916666666666666,0.0006141663894560314
7.0,0.0016802815080634464
7.083333333333333,0.0026338047858814185
7.166666666666666,0.003309480778302892
7.25,0.0026240893570970663
7.333333333333333,0.0018678728378708532
7.416666666666666,0.002651519885967222
7.5,0.0018655624704374363
7.583333333333333,0.0012929274660442287
7.666666666666666,0.0015745392004259597
7.75,0.001993304223541177
7.833333333333333,0.00245398015247841
7.916666666666666,0.0021845635022131726
8.0,0.0014435547372556065
8.083333333333332,0.0009738181810126062
8.166666666666666,0.0006440249866121486
8.25,0.0016667650467887235
8.333333333333332,0.0013546612831001773
8.416666666666666,0.0010145487484512301
8.5,7.790212686448994e-05
8.583333333333332,0.0008828568457914124
8.666666666666666,0.0009744704245971561
8.75,0.0019588312660144187
8.833333333333332,0.002691777259585584
8.916666666666666,0.0016676555702553276
9.0,0.0008798211732500429
9.083333333333332,0.001500464809086768
9.166666666666666,0.00033436159850722927
9.25,0.0011610636191332453
9.333333333333332,0.0012148794843261045
9.416666666666666,0.004262837661915001
9.5,0.0026942468871076187
9.583333333333332,0.0015674807604637063
9.666666666666666,0.0015316539006851894
9.75,0.001724033352124035
9.833333333333332,0.001791706025272574
9.916666666666666,0.002319976113562869
10.0,0.0019139039934496303
10.083333333333332,0.0015516681999349238
10.166666666666666,0.001175013952340577
10.25,0.0001360630114062528
10.333333333333332,0.0001594449610142535
10.416666666666666,0.0011171637544212262
10.5,0.00015486755713591902
10.583333333333332,0.0013843205403287514
10.666666666666666,0.0014652664964377477
10.75,0.0014591552816301363
10.833333333333332,0.0012763928419717646
10.916666666666666,0.0019083186489490189
11.0,0.0017345183803780502
11.083333333333332,0.0009095104123835729
11.166666666666666,0.0009245051841249675
11.25,0.001288479131901378
11.333333333333332,0.0011171061134373278
11.416666666666666,0.0013813252415400482
11.5,0.0012749619540507158
11.583333333333332,0.0007545864622484576
11.666666666666666,0.0020877158277620364
11.75,0.0031052643366637806
11.833333333333332,0.002224119609929258
11.916666666666666,0.0007613981475350256
12.0,0.001140716732129427
12.083333333333332,0.0008883111158694884
12.166666666666666,0.0019572452264828145
12.25,0.002994206509821704
12.333333333333332,0.002691494917246365
12.416666666666666,0.001529202624105474
12.5,0.0004350534616472356
12.583333333333332,0.0019467879658590845
12.666666666666666,0.0021060539988270737
12.75,0.002093114782133407
12.833333333333332,0.003143770949585116
12.916666666666666,0.0032973546435784663
13.0,0.001738882911042919
13.083333333333332,0.00028876920188249507
13.166666666666666,0.002338452947697631
13.25,0.002135850504661912
13.333333333333332,0.0006072163454005381
13.416666666666666,0.0018731344491522337
13.5,0.001995835509082522
13.583333333333332,0.0015642057709273451
13.666666666666666,0.0006648701236175953
13.75,0.0005534756317020031
13.833333333333332,0.0015139697717784987
13.916666666666666,0.0006710896869536656
14.0,0.00031190816573075465
14.083333333333332,0.0015247162313182104
14.166666666666666,0.0016742939340591103
14.25,0.0009892336355173737
14.333333333333332,0.0022765503727910524
14.416666666666666,0.0010135717903852009
14.5,0.0013259567934294635
14.583333333333332,0.0005726431376082907
14.666666666666666,0.002239121020625865
14.75,0.002303270457516053
14.833333333333332,0.0016475763775400244
14.916666666666666,0.0013409508467556092
15.0,0.002319658122101683
15.083333333333332,0.00129755468084941
15.166666666666666,0.0016528196807046654
15.25,0.0015500468705507131
15.333333333333332,0.0013015967816061775
15.416666666666666,0.0010858162704066301
15.5,0.0003969696789993616
15.583333333333332,0.0022172793630333624
15.666666666666666,0.0025428316298061623
15.75,0.0015690820331845455
15.833333333333332,0.0008850432209860273
15.916666666666666,0.0013942184720926272
16.0,0.0013153143121676478
16.083333333333332,0.0014244066236189083
16.166666666666664,0.0019085596445997733
16.25,0.002100817258701442
16.333333333333332,0.002135833163147977
16.416666666666664,0.0004231411694909102
16.5,0.00114885379204596
16.583333333333332,0.0021963012990949475
16.666666666666664,0.00023893150244213036
16.75,0.0022709688803233194
16.833333333333332,0.001785980348161646
16.916666666666664,0.001368709710948464
17.0,0.0007561408720140376
17.083333333333332,0.0005906619838158588
17.166666666666664,0.0008932808458279948
17.25,0.001399524713574405
17.333333333333332,0.0009989660901214724
17.416666666666664,0.0008959444234984856
17.5,0.0013472007432989816
17.583333333333332,0.0012357602809096393
17.666666666666664,0.0008487729394474462
17.75,0.0014815322002147751
17.833333333333332,0.001639661223295044
17.916666666666664,0.0017933909841732138
18.0,0.0021093426597625555
18.083333333333332,0.0015426679069261548
18.166666666666664,0.0006429641018975681
18.25,0.0005528200414367764
18.333333333333332,0.00010798074146768152
18.416666666666664,0.0013156114053798772
18.5,0.001873347575753194
18.583333333333332,0.0011521060957551902
18.666666666666664,0.0002490776198318044
18.75,0.0002530832149327783
18.833333333333332,0.001856474512418345
18.916666666666664,0.0026760819676474408
19.0,0.001328440539545331
19.083333333333332,0.00019212791480252895
19.166666666666664,0.0011109076946434224
19.25,0.0007641310317751421
19.333333333333332,0.0015635093169988129
19.416666666666664,0.000987555164478784
19.5,0.0010403237572658046
19.583333333333332,0.0017963344594946068
19.666666666666664,0.0032131976416423084
19.75,0.0017373985305587597
19.833333333333332,0.0014287961415664803
19.916666666666664,0.0029922635552730044
20.0,0.0036675470966173935
20.083333333333332,0.0031902381493798693
20.166666666666664,0.0007219274746252284
20.25,0.002463948897815625
20.333333333333332,0.0017188431637253146
20.416666666666664,0.0008519612962277241
20.5,0.001460424597474979
20.583333333333332,0.0011580077493051795
20.666666666666664,0.001120984112977364
20.75,0.00048355076959401933
20.833333333333332,0.001532206598361407
20.916666666666664,0.001474240411857848
21.0,0.0014377974078052577
21.083333333333332,0.002205845833829755
21.166666666666664,0.0023987335912825174
21.25,0.0012483740803657629
21.333333333333332,0.00048019288308199696
21.416666666666664,0.0005681112236426931
21.5,0.0015192105683301527
21.583333333333332,0.002178233027968713
21.666666666666664,0.00030842840351715965
21.75,0.0007368068822189725
21.833333333333332,0.0011898403700012841
21.916666666666664,0.0023492687835881963
22.0,0.002680440976881183
22.083333333333332,0.0015582415109061938
22.166666666666664,0.0006420951747282466
22.25,0.0015951824383354128
22.333333333333332,0.0027744881684782846
22.416666666666664,0.0012971821854292703
22.5,0.0011158148967888924
22.583333333333332,0.0011481019148978657
22.666666666666664,0.0021491323697816127
22.75,0.003158468901387428
22.833333333333332,0.0031423487333400234
22.916666666666664,0.0011882513863591439
23.0,0.0008634254734575402
23.083333333333332,0.0010164950930933595
23.166666666666664,0.0003876648573094896
23.25,0.0005767271631556134
23.333333333333332,0.0007167273945705482
23.416666666666664,0.00094170479284951
23.5,0.0016244216813068794
23.583333333333332,0.0014044094816277842
23.666666666666664,0.001235093896272778
23.75,0.0008515752343594531
23.833333333333332,0.0013251067806085085
23.916666666666664,0.0014388472792829237
24.0,0.002267408455782835
24.083333333333332,0.0020498412589580687
24.166666666666664,0.00240000769259801
24.25,0.001487044174838951
24.333333333333332,0.0003743401682727942
24.416666666666664,0.001088765204160812
24.5,0.002310209167049567
24.583333333333332,0.0019606589017924707
24.666666666666664,0.004630843148733658
24.75,0.0033923250057687647
24.833333333333332,0.001194147387713309
24.916666666666664,0.001917872114594754
25.0,0.0016833336821851352
25.083333333333332,0.001030511061537437
25.166666666666664,0.0005436750285373104
25.25,0.000849948833224765
25.333333333333332,0.0017204908892604685
25.416666666666664,0.0010878947271054122
25.5,0.0008579955349265549
25.583333333333332,0.0016850508476728588
25.666666666666664,0.0022251693916398533
25.75,0.001855480130553087
25.833333333333332,0.001671487256949373
25.916666666666664,0.0027818680364025843
26.0,0.0019365403639538831
26.083333333333332,0.0013005202769015463
26.166666666666664,0.0019838717482742294
26.25,0.0018575201763389399
26.333333333333332,0.0009241512783828658
26.416666666666664,0.0024315239054947648
26.5,0.0012852939081429964
26.583333333333332,0.0005804393119671862
26.666666666666664,0.0015653555451891018
26.75,0.002700520742817286
26.833333333333332,0.0015349967636654805
26.916666666666664,0.0009707638047160549
27.0,0.0015832048372845823
27.083333333333332,0.0017791603476828373
27.166666666666664,0.002192204405971683
27.25,0.0023806479781553237
27.333333333333332,0.0005196458972229217
27.416666666666664,0.0006438035195677851
27.5,0.001236936214844096
27.583333333333332,0.0009683193647022531
27.666666666666664,0.0007649543337923485
27.75,0.0012686890819993482
27.833333333333332,0.0018795123754941985
27.916666666666664,0.002193644434113428
28.0,0.0007917507934324577
28.083333333333332,0.0013443390450843602
28.166666666666664,0.0018182942534628935
