label,device_id,speed_percent,rpm,source_file,group_id,window_id,record_index,window_index,window_start,window_end,distance_to_class_center,sample_index,time_s,normalized_amplitude,processed_amplitude
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,0,0.0,0.038916077711212596,0.049760098037495724
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,1,8.333333333333333e-05,-0.05410709525935346,-0.06918411420105205
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,2,0.00016666666666666666,-0.26169678424937115,-0.33461896486536535
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,3,0.00025,-0.31528596985029494,-0.4031408531460853
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,4,0.0003333333333333333,-0.5866234757197166,-0.7500869404035333
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,5,0.0004166666666666667,-0.6368265493541388,-0.8142791718090304
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,6,0.0005,-0.47115160422588775,-0.6024386679145894
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,7,0.0005833333333333334,-0.3681874596903897,-0.47078341826549475
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,8,0.0006666666666666666,-0.25945039586354773,-0.3317466171653129
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,9,0.00075,-0.34775062967439935,-0.4446518365393561
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,10,0.0008333333333333334,-0.34120992241810394,-0.4362885519164033
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,11,0.0009166666666666666,-0.1634277325748252,-0.20896710237131302
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,12,0.001,-0.08401869152931005,-0.10743061925472523
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,13,0.0010833333333333333,-0.1632186148712136,-0.20869971372258264
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,14,0.0011666666666666668,-0.17125203177353254,-0.21897165365450155
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,15,0.00125,-0.005551762985571326,-0.007098769626605343
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,16,0.0013333333333333333,-0.07268951215756678,-0.09294454796034367
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,17,0.0014166666666666668,-0.12635716405674138,-0.1615667672847667
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,18,0.0015,-0.016879042843541726,-0.02158241210500338
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,19,0.0015833333333333333,0.10730097005987717,0.13720053776538502
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,20,0.0016666666666666668,0.24783037703627558,0.3168886635880434
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,21,0.00175,0.1524313618389954,0.19490657731192645
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,22,0.0018333333333333333,0.2528118021580409,0.3232581698950489
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,23,0.0019166666666666666,0.44647969619614314,0.5708918976711317
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,24,0.002,0.39321590296821746,0.5027860728102969
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,25,0.0020833333333333333,0.41191003123310016,0.5266893464672426
正常,Motor-2,100,1480.0,/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv,Motor-2::100::/Users/hewenhao/Documents/电机驱动离心泵多故障电流与振动监测数据集/数据集/原始数据集/Vibration/Motor-2/100/正常状态2/振动_电机2_100_时域-正常状态2-通道4.csv::record_0,振动_电机2_100_时域-正常状态2-通道4_0_10,0,10,12000,14400,1.5971395113630515,26,0.0021666666666666666,0.3388715327519136,0.4332985666485414
